"eid","exercise","Short YouTube Demonstration","InDepth YouTube Explanation","Difficulty Level","Target Muscle Group","Prime Mover Muscle","Secondary Muscle","Tertiary Muscle","Primary Equipment","Secondary Equipment","Body Region","Force Type","mechanics","Primary Exercise Classification","setsxreps"
2546,"Barbell Single Leg Bent Knee Bicep Curl",NULL,NULL,"Advanced","Biceps","Biceps Brachii","Brachialis","Brachioradialis","Barbell","None","Upper Body","Pull","Isolation","Bodybuilding","4x12"
2547,"Bodyweight Freestanding Handstand","https://youtu.be/E2s-D009x6E","https://youtu.be/JyyKGE-Ajs8","Advanced","Shoulders","Anterior Deltoids","Triceps Brachii",NULL,"Bodyweight","None","Upper Body","Other","Compound","Calisthenics","4x20"
2548,"Bodyweight Wall Eccentric Straddle Press Handstand","https://youtu.be/VVan0yoinV8",NULL,"Advanced","Shoulders","Anterior Deltoids","Triceps Brachii",NULL,"Bodyweight","None","Upper Body","Push","Compound","Calisthenics","4x20"
2552,"Single Arm Ring Feet Elevated Row",NULL,NULL,"Advanced","Back","Latissimus Dorsi","Biceps Brachii",NULL,"Gymnastic Rings","Bench (Flat)","Upper Body","Pull","Compound","Calisthenics","4x20"
2553,"Double Kettlebell Dead Snatch","https://youtu.be/7KN_RrCS_EU?si=seR_4LNmjEtTdXfj",NULL,"Intermediate","Glutes","Gluteus Maximus","Anterior Deltoids",NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2554,"Single Arm Kettlebell Dead Half Snatch",NULL,"https://youtu.be/Afjg2rDHJ9Y?si=h7MYMycB-dIjcHL5","Intermediate","Glutes","Gluteus Maximus","Anterior Deltoids",NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2555,"Alternating Single Arm Kettlebell Dead Half Snatch",NULL,NULL,"Intermediate","Glutes","Gluteus Maximus","Anterior Deltoids",NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2556,"Alternating Single Arm Kettlebell Start Stop Snatch","https://youtu.be/GwxzBGhm6ac?si=vrTFU3w6T1NGn8DM",NULL,"Intermediate","Glutes","Gluteus Maximus","Anterior Deltoids",NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2557,"Single Arm Kettlebell Start Stop Snatch","https://youtu.be/BpwgvVjQXiw?si=SPwizx5lirRdfFmX",NULL,"Intermediate","Glutes","Gluteus Maximus","Anterior Deltoids",NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2558,"Double Kettlebell Start Stop Snatch",NULL,NULL,"Intermediate","Glutes","Gluteus Maximus","Anterior Deltoids",NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2559,"Single Arm Kettlebell Start Stop Swing","https://youtu.be/djCYBs70KLE?si=JiYJei8Eqv-UiCG7","https://youtu.be/fvwlIUW04hg?si=A2DjFOuq2Sw-6TW_","Novice","Glutes","Gluteus Maximus",NULL,NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2560,"Alternating Single Arm Kettlebell Start Stop Swing","https://youtu.be/3Xhy3dz61to?si=8lmx3c2FvDHq6Zy5",NULL,"Novice","Glutes","Gluteus Maximus",NULL,NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2561,"Double Kettlebell Start Stop Swing","https://youtu.be/sS-bxWAoPWk?si=zgyeJNYUfOuTOFyj","https://youtu.be/0EgT__MDZR8?si=rWcHJ2d9m_LxpJuW","Novice","Glutes","Gluteus Maximus",NULL,NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2562,"Ring L Sit Pull Up","https://youtu.be/Aa9U0XNNBfU",NULL,"Advanced","Back","Latissimus Dorsi","Biceps Brachii","Rectus Abdominis","Gymnastic Rings","None","Upper Body","Pull","Compound","Calisthenics","4x20"
2564,"Double Kettlebell Start Stop Clean","https://youtu.be/SaBcgeWdynY?si=VUGBebh0ht8z7ISy",NULL,"Intermediate","Glutes","Gluteus Maximus",NULL,NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2565,"Single Arm Kettlebell Start Stop Clean","https://youtu.be/SLm1ou6-SLM?feature=shared","https://youtu.be/r1b8btVfk6w?si=mdFerl1Ftrhe1hjd","Intermediate","Glutes","Gluteus Maximus",NULL,NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2566,"Alternating Single Arm Kettlebell Start Stop Clean","https://youtu.be/_OtZfks5rfU?si=iwf-Hc6P6vZ3ke6I",NULL,"Intermediate","Glutes","Gluteus Maximus",NULL,NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2570,"Ring Bulgarian Pull Up","https://youtu.be/Xk0GovwG8Go","https://youtu.be/ek9in7TOqjs","Advanced","Back","Latissimus Dorsi","Biceps Brachii",NULL,"Gymnastic Rings","None","Upper Body","Pull","Compound","Calisthenics","4x20"
2571,"Ring Bulgarian L Sit Pull Up","https://youtu.be/3U86aaJuyRs",NULL,"Advanced","Back","Latissimus Dorsi","Biceps Brachii",NULL,"Gymnastic Rings","None","Upper Body","Pull","Compound","Calisthenics","4x20"
2573,"Double Dumbbell Hang Power Clean","https://youtu.be/_1Tp01g9ciU?si=NTgkT4x59EZyPH9T",NULL,"Intermediate","Glutes","Gluteus Maximus",NULL,NULL,"Dumbbell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2574,"Single Arm Barbell Bicep Curl","https://youtu.be/NQ53MadCtW0",NULL,"Advanced","Biceps","Biceps Brachii","Brachialis","Brachioradialis","Barbell","None","Upper Body","Pull","Isolation","Bodybuilding","4x12"
2575,"Ring False Grip Pull Up","https://youtu.be/7zn_K1omwQs","https://youtu.be/dKSQFLBe4o0?feature=shared","Advanced","Back","Latissimus Dorsi",NULL,NULL,"Gymnastic Rings","None","Upper Body","Pull","Compound","Calisthenics","4x20"
2576,"Slider Kettlebell Goblet Lateral Lunge",NULL,NULL,"Novice","Adductors","Adductor Magnus",NULL,NULL,"Sliders","Kettlebell","Lower Body","Other","Compound","Bodybuilding","4x12"
2577,"Ring Feet Elevated Pike Push Up","https://youtu.be/T7F6-FEmvrs",NULL,"Advanced","Shoulders","Anterior Deltoids","Triceps Brachii",NULL,"Gymnastic Rings","Bench (Flat)","Upper Body","Push","Compound","Calisthenics","4x20"
2579,"Double Dumbbell Squat Clean","https://youtu.be/SYxObzJ3gn0?si=MxNFujZbMP9ff4gw","https://youtu.be/5qzIQJUIwKk?si=CY_fvTbF-CbG9QgM","Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Dumbbell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2580,"Double Dumbbell Hang Squat Clean","https://youtu.be/lYo3ofjjUKI?si=6bwkgshNWDvWIlQc",NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Dumbbell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2582,"Single Arm Kettlebell Ipsilateral Forward Lunge Snatch",NULL,NULL,"Advanced","Quadriceps","Quadriceps Femoris","Gluteus Maximus","Anterior Deltoids","Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2583,"Clubbell Hammer Swing","https://youtu.be/8gLU9bNm4TE?si=4FnpId_WJCijmDqW","https://youtu.be/Zk_uT6dHfFM?si=9gx2NoRe2hquzwXj","Intermediate","Abdominals","Obliques","Anterior Deltoids",NULL,"Clubbell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2584,"Single Arm Clubbell Hammer Swing",NULL,NULL,"Intermediate","Abdominals","Obliques","Anterior Deltoids",NULL,"Clubbell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2585,"Double Clubbell Hammer Swing",NULL,NULL,"Intermediate","Abdominals","Obliques","Anterior Deltoids",NULL,"Clubbell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2586,"Ring Tuck Back Lever with Alternating Single Leg Extensions","https://youtu.be/DB63aMHSfX8",NULL,"Advanced","Abdominals","Rectus Abdominis",NULL,NULL,"Gymnastic Rings","None","Upper Body","Other","Compound","Calisthenics","4x20"
2587,"Ring Tuck Front Lever with Alternating Single Leg Extensions","https://youtu.be/iK78Q6NwH-Q",NULL,"Advanced","Abdominals","Rectus Abdominis",NULL,NULL,"Gymnastic Rings","None","Upper Body","Other","Compound","Calisthenics","4x20"
2589,"Double Dumbbell Hang Split Clean","https://youtu.be/ILaWpcO0NdQ?si=wZ59jqUF1LZLoldu",NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Dumbbell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2590,"Ring Archer Push Up","https://youtu.be/Go96FtKDQIA",NULL,"Advanced","Chest","Pectoralis Major",NULL,NULL,"Gymnastic Rings","None","Upper Body","Push","Compound","Calisthenics","4x20"
2593,"Superband Assisted Bar Muscle Up","https://youtu.be/tkhmiyJiZ2E","https://youtu.be/sbJHFZ-WHtE","Advanced","Back","Latissimus Dorsi","Triceps Brachii",NULL,"Superband","Pull Up Bar","Upper Body","Push & Pull","Compound","Calisthenics","4x20"
2594,"Parallette Push Up to L Sit","https://youtu.be/VmLIr9_YfAs?si=auhUGS9WeZfuzEj-",NULL,"Advanced","Chest","Pectoralis Major","Rectus Abdominis",NULL,"Parallette Bars","None","Upper Body","Push","Compound","Calisthenics","4x20"
2595,"Single Arm Barbell Bent Press",NULL,"https://youtu.be/6i_nBZ282mI","Advanced","Shoulders","Anterior Deltoids","Triceps Brachii",NULL,"Barbell","None","Upper Body","Push","Compound","Grinds","3x20"
2596,"Single Arm Kettlebell Bottoms Up Sots Press",NULL,NULL,"Advanced","Shoulders","Anterior Deltoids","Triceps Brachii",NULL,"Kettlebell","None","Upper Body","Push","Compound","Bodybuilding","4x12"
2597,"Double Kettlebell Bottoms Up Sots Press",NULL,NULL,"Advanced","Shoulders","Anterior Deltoids","Triceps Brachii",NULL,"Kettlebell","None","Upper Body","Push","Compound","Bodybuilding","4x12"
2598,"Alternating Double Kettlebell Bottoms Up Sots Press",NULL,NULL,"Advanced","Shoulders","Anterior Deltoids","Triceps Brachii",NULL,"Kettlebell","None","Upper Body","Push","Compound","Bodybuilding","4x12"
2599,"Double Kettlebell Bottoms Up Seesaw Sots Press",NULL,NULL,"Advanced","Shoulders","Anterior Deltoids","Triceps Brachii",NULL,"Kettlebell","None","Upper Body","Push","Compound","Bodybuilding","4x12"
2600,"Single Arm Kettlebell Half Kneeling Half Snatch",NULL,"https://youtu.be/1_UrK5SopL4?si=GzXlC6ZMcCPP4sYK","Intermediate","Glutes","Gluteus Maximus","Anterior Deltoids",NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2601,"Ring Alternating Reach Push Up","https://youtu.be/aUg2LvxtNAI",NULL,"Advanced","Chest","Pectoralis Major","Rectus Abdominis",NULL,"Gymnastic Rings","None","Upper Body","Push","Compound","Calisthenics","4x20"
2602,"Double Kettlebell Outside Snatch",NULL,"https://youtu.be/ck0Uf4NygPw?si=zoQyaxx1x__QjKbd","Intermediate","Glutes","Gluteus Maximus","Anterior Deltoids",NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2603,"Single Arm Kettlebell Outside Half Snatch",NULL,NULL,"Intermediate","Glutes","Gluteus Maximus","Anterior Deltoids",NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2604,"Single Arm Kettlebell Outside Snatch",NULL,NULL,"Intermediate","Glutes","Gluteus Maximus","Anterior Deltoids",NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2605,"Ring L Sit Dips","https://youtu.be/zMJpC7y-6SE",NULL,"Advanced","Triceps","Triceps Brachii","Pectoralis Major","Anterior Deltoids","Gymnastic Rings","None","Upper Body","Push","Compound","Calisthenics","4x20"
2608,"Single Ring Chin Up","https://youtu.be/cBuy7xDJZN0",NULL,"Advanced","Biceps","Biceps Brachii","Latissimus Dorsi",NULL,"Gymnastic Rings","None","Upper Body","Pull","Compound","Calisthenics","4x20"
2613,"Ring L Sit Chin Up","https://youtu.be/SnBGaBxK3T0",NULL,"Advanced","Biceps","Biceps Brachii","Latissimus Dorsi","Rectus Abdominis","Gymnastic Rings","None","Upper Body","Pull","Compound","Calisthenics","4x20"
2614,"Single Ring L Sit Chin Up","https://youtu.be/Ha9sM7H6Prk",NULL,"Advanced","Biceps","Biceps Brachii","Latissimus Dorsi","Rectus Abdominis","Gymnastic Rings","None","Upper Body","Pull","Compound","Calisthenics","4x20"
2616,"Ring Pelican Curl","https://youtu.be/GCU9MgR78go?si=9_MfbrIFqCoJ9wnJ","https://youtu.be/lpC92lkXoUs?si=haZuxsNmnlch5_FY","Advanced","Biceps","Biceps Brachii","Pectoralis Major",NULL,"Gymnastic Rings","None","Upper Body","Pull","Compound","Calisthenics","4x20"
2617,"Ring Two Finger Chin Up",NULL,NULL,"Advanced","Biceps","Biceps Brachii","Latissimus Dorsi",NULL,"Gymnastic Rings","None","Upper Body","Pull","Compound","Calisthenics","4x20"
2618,"Bodyweight Pseudo Planche Push Up","https://youtu.be/lpZUsYQVwuE",NULL,"Advanced","Chest","Pectoralis Major","Anterior Deltoids",NULL,"Bodyweight","None","Upper Body","Push","Compound","Calisthenics","4x20"
2619,"Parallette Pseudo Planche Push Up","https://youtu.be/YDO8UmA9lr8",NULL,"Advanced","Chest","Pectoralis Major","Anterior Deltoids",NULL,"Parallette Bars","None","Upper Body","Push","Compound","Calisthenics","4x20"
2620,"Parallette Single Leg Close Grip Push Up",NULL,NULL,"Advanced","Triceps","Triceps Brachii","Pectoralis Major",NULL,"Parallette Bars","None","Upper Body","Push","Compound","Calisthenics","4x20"
2622,"Macebell Inside Circle to 360",NULL,"https://youtu.be/Rw_GVfopiMw?si=66BUG4kURKCCTyJH","Advanced","Shoulders","Posterior Deltoids","Rectus Abdominis",NULL,"Macebell","None","Upper Body","Pull","Compound","Ballistics","4x10"
2626,"Macebell Alternating 360 to Pivot Split Squat Uppercut","https://youtu.be/zbJBaxCypSQ?si=93h4TqDxZreFns6w",NULL,"Advanced","Shoulders","Posterior Deltoids","Rectus Abdominis",NULL,"Macebell","None","Upper Body","Pull","Compound","Ballistics","4x10"
2628,"Macebell Alternating 360 to Front Flag Press",NULL,NULL,"Advanced","Shoulders","Posterior Deltoids","Anterior Deltoids","Rectus Abdominis","Macebell","None","Upper Body","Push & Pull","Compound","Ballistics","4x10"
2629,"Double Indian Club Crescent Swing",NULL,NULL,"Advanced","Shoulders","Posterior Deltoids","Obliques",NULL,"Indian Club","None","Upper Body","Unsorted*",NULL,"Mobility","2x20"
2630,"Single Arm Macebell Inside Circle to 360",NULL,NULL,"Advanced","Shoulders","Posterior Deltoids","Rectus Abdominis",NULL,"Macebell","None","Upper Body","Pull","Compound","Ballistics","4x10"
2633,"Double Kettlebell Feet Elevated Renegade Row","https://youtu.be/_eVC54UW6eE?si=6tC__RV3slyYwUuP",NULL,"Advanced","Back","Latissimus Dorsi",NULL,NULL,"Kettlebell","Bench (Flat)","Upper Body","Pull","Compound","Bodybuilding","4x12"
2634,"Double Kettlebell Feet Elevated Renegade Row to Push Up","https://youtu.be/9hZ1mWk3-gA?si=Tko55A45WxNaGz27",NULL,"Advanced","Back","Latissimus Dorsi",NULL,NULL,"Kettlebell","Bench (Flat)","Upper Body","Push & Pull","Compound","Bodybuilding","4x12"
2635,"Single Arm Kettlebell Snatch to Overhead Squat",NULL,NULL,"Advanced","Quadriceps","Quadriceps Femoris","Gluteus Maximus","Biceps Femoris","Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2636,"Barbell Zercher Alternating Reverse Lunge","https://youtu.be/eLcNzP40LXQ?si=NCe5LCfcGAS-20f4",NULL,"Advanced","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Barbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2637,"Barbell Zercher Alternating Forward Lunge","https://youtu.be/BGrdZtL5kqA?si=OVCBqhib32tJ12QT",NULL,"Advanced","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Barbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2638,"Barbell Zercher Walking Lunge","https://youtu.be/E9f1yZXR3Vk?si=dWF4gSXuKpukJ-1Q",NULL,"Advanced","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Barbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2639,"Barbell Zercher Alternating Lateral Lunge",NULL,NULL,"Advanced","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Barbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2640,"Slider Barbell Zercher Lateral Lunge",NULL,NULL,"Advanced","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Sliders","Barbell","Lower Body","Push","Compound","Bodybuilding","4x12"
2641,"Slider Barbell Zercher Reverse Lunge",NULL,NULL,"Advanced","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Sliders","Barbell","Lower Body","Push","Compound","Bodybuilding","4x12"
2643,"Bar Archer Pull Up","https://youtu.be/ziQjz1-DmX8?si=8Y9dWdjG-9LfdUJv","https://youtu.be/NuqcoOAsTMA?si=-CwDfUaya0Gs49EF","Advanced","Back","Latissimus Dorsi",NULL,NULL,"Pull Up Bar","None","Upper Body","Pull","Compound","Calisthenics","4x20"
2644,"Bar False Grip Pull Up",NULL,NULL,"Advanced","Back","Latissimus Dorsi",NULL,NULL,"Pull Up Bar","None","Upper Body","Pull","Compound","Calisthenics","4x20"
2645,"Bar L Sit Chin Up","https://youtu.be/7Wd45lzZhQk?si=WbC5VTiJ33pRjzDJ",NULL,"Advanced","Biceps","Biceps Brachii","Latissimus Dorsi","Rectus Abdominis","Pull Up Bar","None","Upper Body","Pull","Compound","Calisthenics","4x20"
2646,"Bar L Sit Pull Up","https://youtu.be/QH0dDfyF7QM?si=W4RMoCz0b-U3zq7d",NULL,"Advanced","Back","Latissimus Dorsi","Biceps Brachii","Rectus Abdominis","Pull Up Bar","None","Upper Body","Pull","Compound","Calisthenics","4x20"
2647,"Bar Tuck Back Lever with Alternating Single Leg Extensions",NULL,NULL,"Advanced","Abdominals","Rectus Abdominis",NULL,NULL,"Pull Up Bar","None","Upper Body","Other","Compound","Calisthenics","4x20"
2648,"Bar Tuck Front Lever with Alternating Single Leg Extensions",NULL,NULL,"Advanced","Abdominals","Rectus Abdominis",NULL,NULL,"Pull Up Bar","None","Upper Body","Other","Compound","Calisthenics","4x20"
2661,"Double Kettlebell Clean to Front Rack Squat","https://youtu.be/t7vqdHxMVGY?si=BMd0xRrTYjoV5zrL","https://youtu.be/R3s6Wb_ApHM?si=vaDvU6g4YQWIfJph","Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus","Biceps Femoris","Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2662,"Double Kettlebell Clean to Push Press","https://youtu.be/Xs5q4IDjTRA?si=v-B326quPWXgDphc",NULL,"Intermediate","Shoulders","Anterior Deltoids","Triceps Brachii","Gluteus Minimus","Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2663,"Double Kettlebell Clean to Front Rack Alternating Forward Lunge","https://youtu.be/tG3t_B6t-88?si=JcYBrgVmlHOaRvf5",NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus","Biceps Femoris","Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2664,"Double Kettlebell Glute Bridge Isometric Bench Press","https://youtu.be/AvrSSwSSPFI?si=2q2v3SuLMeByGkJK",NULL,"Novice","Chest","Pectoralis Major","Triceps Brachii","Anterior Deltoids","Kettlebell","Bench (Flat)","Full Body","Push","Compound","Bodybuilding","4x12"
2668,"Bodyweight Pivot Split Squat",NULL,"https://youtu.be/laMvUTGs0-k?si=zazYAAhek_WWCwAN","Novice","Quadriceps","Quadriceps Femoris",NULL,NULL,"Bodyweight","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2670,"Single Arm Kettlebell Clean to Push Press","https://youtu.be/s16IX5IJDt0?si=mkoHNGyJw3Pa8PoM",NULL,"Intermediate","Shoulders","Anterior Deltoids","Gluteus Maximus",NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2671,"Single Arm Kettlebell Clean to Push Jerk","https://youtu.be/Shvnso0RADI?si=bnQTaetZPmjwCpd3",NULL,"Intermediate","Shoulders","Anterior Deltoids","Gluteus Maximus",NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2672,"Single Arm Kettlebell Clean to Front Rack Contralateral Forward Lunge",NULL,NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus","Biceps Femoris","Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2673,"Single Arm Kettlebell Clean to Front Rack Squat",NULL,NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus","Biceps Femoris","Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2674,"Landmine Pivot Split Squat","https://youtu.be/zBGaxRD-_UQ?si=vN7hcMF7S4eYQB1u",NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Obliques",NULL,"Landmine","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2675,"Double Kettlebell Overhead Pivot Split Squat",NULL,NULL,"Intermediate","Quadriceps","Quadriceps Femoris",NULL,NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
2676,"Single Arm Kettlebell Snatch to Overhead Ipsilateral Reverse Lunge",NULL,NULL,"Advanced","Quadriceps","Quadriceps Femoris","Gluteus Maximus","Biceps Femoris","Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2677,"Single Arm Kettlebell Outside Snatch to Overhead Contralateral Reverse Lunge",NULL,NULL,"Advanced","Quadriceps","Quadriceps Femoris","Gluteus Maximus","Biceps Femoris","Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2678,"Single Arm Kettlebell Outside Snatch to Overhead Ipsilateral Reverse Lunge",NULL,NULL,"Advanced","Quadriceps","Quadriceps Femoris","Gluteus Maximus","Biceps Femoris","Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2679,"Double Kettlebell Outside Snatch to Overhead Alternating Reverse Lunge",NULL,NULL,"Advanced","Quadriceps","Quadriceps Femoris","Gluteus Maximus","Biceps Femoris","Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2680,"Alternating Single Arm Kettlebell Outside Swing",NULL,NULL,"Novice","Glutes","Gluteus Maximus",NULL,NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2681,"Kettlebell Half Kneeling Swing","https://youtu.be/DJJ03oEDJGU?feature=shared",NULL,"Intermediate","Glutes","Gluteus Maximus",NULL,NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2687,"Kettlebell Dead Clean to Horn Grip Alternating Reverse Lunge",NULL,NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Unsorted*","Compound","Ballistics","4x10"
2688,"Kettlebell Dead Clean","https://youtu.be/JyElZdIB29g?si=v2iiDrMxGAq4A9rl","https://youtu.be/5l9WeYcQGbg?si=nQk2TI5tJRo6v6qS","Intermediate","Glutes","Gluteus Maximus",NULL,NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2689,"Kettlebell Dead Clean to Overhead Press","https://youtu.be/NVWQauhMnRQ?si=UgmuOye7VOzX-UjA",NULL,"Intermediate","Shoulders","Anterior Deltoids","Gluteus Maximus",NULL,"Kettlebell","None","Full Body","Unsorted*","Compound","Ballistics","4x10"
2694,"Double Dumbbell Overhead Step Up",NULL,NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Dumbbell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
2695,"Single Arm Dumbbell Front Rack Contralateral Step Up","https://youtu.be/KGBRsXKjWOc?si=RnQ_ABDo5MNzq0-i",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Dumbbell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
2696,"Single Arm Dumbbell Front Rack Ipsilateral Step Up",NULL,NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Dumbbell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
2697,"Single Arm Macebell Order Contralateral Step Up",NULL,NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Macebell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
2698,"Single Arm Macebell Order Ipsilateral Step Up",NULL,NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Macebell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
2699,"Macebell Order Step Up",NULL,NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Macebell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
2700,"Macebell Order Alternating Step Up",NULL,NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Macebell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
2701,"Barbell Zercher Step Up","https://youtu.be/LAjAtHI8zwQ?feature=shared","https://youtu.be/f2yk4cQVBpU?si=gSBurV0Zk38FHz_8","Advanced","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Barbell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
2702,"Barbell Zercher Alternating Step Up",NULL,NULL,"Advanced","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Barbell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
2703,"Bulgarian Bag Back Rack Step Up",NULL,NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Bulgarian Bag","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
2704,"Bulgarian Bag Back Rack Alternating Step Up",NULL,NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Bulgarian Bag","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
2705,"Sandbag Back Rack Step Up",NULL,NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Sandbag","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
2706,"Sandbag Back Rack Alternating Step Up",NULL,NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Sandbag","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
2707,"Sandbag Front Rack Step Up",NULL,NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Sandbag","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
2708,"Sandbag Front Rack Alternating Step Up",NULL,NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Sandbag","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
2709,"Plate Overhead Step Up",NULL,NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Weight Plate","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
